6.3174,20.942,-151.05
5.008,29.038,-179.48
3.9457,37.923,-215.82
3.1587,47.271,-257.98
2.504,58.494,-313.01
1.9981,70.58,-378.79
1.5847,85.05,-462.38
1.2669,101.54,-562.17
0.99904,122.38,-693.15
0.79234,146.98,-852.04
0.63345,175.52,-1041.2
0.50403,211.06,-1279.1
0.40064,254.64,-1574.2
0.31672,309.71,-1949
0.25202,376.31,-2400.8
0.20032,459.77,-2962.3
0.1589,565.38,-3663
0.12601,699.78,-4533.4
0.10016,869.81,-5600.1
0.079449,1089.9,-6930.7
0.063174,1376.4,-8554.8
0.050134,1750.1,-10579
0.039826,2241.1,-13069
0.03163,2893.9,-16136
0.025121,3768.6,-19913
0.019955,4929.9,-24533
0.015852,6482.9,-30165
0.012591,8590.5,-36949
0.010001,11400,-45381
